197	164	51	235
196	165	52	15
195	167	53	178
196	166	52	221
196	167	54	1
196	166	55	123
197	166	53	103
196	167	55	70
197	164	51	143
197	164	55	245
197	164	54	31
195	166	55	107
196	166	53	35
197	167	52	74
197	166	55	154
197	167	52	8
195	164	51	10
195	165	53	224
195	167	54	82
195	165	51	118
195	166	54	30
196	164	54	4
197	164	51	112
196	167	55	5
197	164	53	94
195	164	55	247
196	165	52	33
196	166	54	44
195	167	55	164
197	165	55	71
195	164	54	228
196	167	55	133
195	167	55	103
195	164	54	67
195	165	54	232
197	165	52	145
197	165	51	67
195	164	55	96
196	166	51	30
196	166	55	180
195	164	52	193
195	164	54	62
195	166	53	114
195	164	52	13
195	164	55	208
195	165	52	225
197	166	53	249
196	164	54	37
195	164	54	142
196	165	51	140
195	165	53	59
195	166	54	204
196	167	53	95
195	166	53	99
197	165	53	223
197	167	55	131
197	167	51	87
197	166	51	27
197	164	54	204
196	166	54	224
196	165	51	5
195	164	54	227
196	167	52	207
195	164	52	71
196	167	52	184
196	167	54	172
195	166	51	118
197	165	54	44
197	166	52	6
197	166	55	117
197	164	51	184
196	165	53	156
195	164	54	122
197	165	55	21
197	167	52	224
197	166	52	90
195	166	53	200
195	167	54	157
197	165	53	47
196	167	54	229
197	165	51	140
197	167	53	95
197	166	53	69
195	166	52	198
195	166	54	118
195	165	54	88
197	165	55	28
197	164	52	120
196	165	54	37
195	164	55	152
196	166	55	31
197	167	55	253
197	167	53	26
196	166	55	80
197	166	53	250
195	165	53	21
197	164	55	7
196	167	51	14
197	167	54	20
196	167	53	193
195	165	52	248
196	166	53	70
197	164	55	55
196	166	54	92
196	164	55	202
196	166	52	132
195	164	53	176
195	167	54	162
197	166	52	50
197	167	55	202
195	166	53	191
195	167	52	162
196	165	52	160
197	167	55	10
195	167	53	222
197	166	54	71
196	165	55	69
197	167	51	120
197	166	54	15
195	167	53	178
197	166	54	83
195	164	53	4
197	165	55	122
195	165	55	108
196	165	52	129
197	167	51	126
197	165	51	31
195	164	53	120
195	165	54	254
197	167	51	108
197	165	51	247
196	164	52	188
196	166	53	167
197	166	55	94
195	165	54	162
195	167	52	235
195	165	51	45
196	164	51	123
197	167	52	147
197	165	55	196
196	166	55	16
195	164	51	219
195	164	53	69
197	165	55	235
197	164	52	65
197	164	52	134
197	166	52	162
195	167	54	242
196	166	53	156
195	165	55	159
195	166	55	36
195	165	52	163
197	167	54	11
195	164	52	71
197	165	55	193
195	165	55	55
197	166	55	107
195	165	53	16
195	166	52	31
196	165	54	225
196	165	54	37
197	164	52	77
195	164	54	199
195	165	53	122
197	166	51	18
196	165	52	216
195	167	51	254
197	165	52	160
196	164	54	12
196	166	53	192
195	165	51	58
197	164	55	93
196	167	55	228
196	164	52	16
195	167	52	30
197	167	53	207
197	166	53	149
196	164	52	68
195	166	55	233
196	165	53	57
195	164	54	215
197	167	52	18
196	167	53	143
195	167	52	96
195	166	53	70
196	165	55	208
195	166	51	240
195	167	54	241
197	164	53	226
197	165	52	161
195	165	52	139
197	167	53	75
196	164	55	82
195	164	55	119
195	165	52	45
195	166	54	71
196	167	53	92
196	164	53	208
196	167	53	72
195	165	52	120
197	164	51	144
195	164	53	83
195	167	55	151
195	166	53	247
196	164	53	80
195	164	53	85
197	166	55	96
197	167	53	243
197	166	53	155
196	165	51	126
195	167	54	147
196	164	52	155
197	165	51	88
197	167	54	43
196	167	52	23
197	165	52	190
195	166	52	42
195	166	52	204
195	165	55	228
195	164	51	70
197	166	53	159
196	165	54	175
196	166	53	94
197	166	53	24
196	164	52	33
196	165	54	81
197	165	51	122
195	166	54	29
197	165	53	32
197	164	54	234
197	165	55	101
196	166	55	252
195	167	51	65
197	167	54	223
195	167	54	25
196	166	51	163
196	165	52	197
197	166	53	198
197	164	51	210
195	164	53	39
196	164	54	225
195	164	52	174
196	167	53	43
195	167	51	201
195	165	51	175
196	166	51	148
197	165	52	18
196	165	55	135
197	164	54	185
196	165	52	83
196	167	53	140
196	167	54	245
195	166	53	128
197	166	55	79
196	164	52	96
196	165	51	214
197	167	53	163
197	165	53	48
197	167	52	90
195	164	53	43
196	165	52	119
195	166	55	161
196	166	55	131
195	167	52	124
196	166	55	252
197	165	54	238
196	166	52	203
195	166	52	28
197	165	53	221
196	166	51	112
196	164	54	176
195	166	53	109
197	166	53	67
196	167	53	64
197	165	51	15
196	167	52	193
195	167	55	11
197	167	53	85
195	167	55	90
195	166	55	170
196	164	54	136
197	166	52	71
196	165	55	60
195	165	55	117
196	167	51	112
195	167	55	187
196	165	54	153
196	164	55	8
196	167	52	154
195	167	51	239
195	166	52	191
195	164	53	162
197	166	52	145
197	167	53	248
197	164	54	20
197	166	54	105
196	165	53	242
195	164	55	204
195	164	53	34
196	165	51	8
197	164	53	29
196	164	54	177
196	164	53	64
195	166	53	251
195	164	54	112
197	167	51	93
196	165	54	221
196	164	53	213
195	164	52	57
197	167	52	216
196	166	51	77
195	165	53	184
196	167	53	81
195	164	54	37
197	166	54	189
195	167	52	244
195	165	54	181
197	165	54	77
197	165	52	99
196	167	53	169
195	166	55	223
197	165	51	150
196	167	55	84
197	165	51	124
197	165	52	95
196	167	53	13
196	167	55	55
196	165	54	154
197	165	53	171
197	167	54	209
196	164	52	226
197	167	55	198
196	166	53	6
195	166	52	156
197	166	51	164
196	166	52	238
196	164	54	61
197	167	55	51
195	164	54	79
196	164	53	206
196	164	55	38
197	167	51	98
197	165	52	150
196	167	53	242
196	164	53	111
195	166	54	73
197	165	54	194
197	167	53	74
197	164	53	203
195	167	53	128
195	165	54	190
197	167	54	85
197	167	53	61
196	166	53	107
195	166	54	217
195	165	55	115
197	167	51	192
196	167	55	17
197	165	52	36
196	165	53	234
197	164	52	243
195	166	53	95
196	164	52	103
195	165	54	132
197	166	52	190
195	167	51	139
195	165	53	225
195	164	54	178
197	165	53	10
196	164	54	161
197	167	55	185
195	165	51	76
197	164	52	32
195	167	53	179
196	165	54	129
196	166	55	45
195	167	51	107
196	164	54	45
197	164	53	200
196	166	51	133
197	164	51	173
197	164	55	103
195	165	52	248
196	167	52	221
196	166	55	52
197	165	53	252
196	166	51	202
195	165	54	30
195	165	55	209
195	165	53	190
196	166	53	108
196	166	51	122
195	166	54	5
197	166	55	98
195	164	51	194
195	166	52	61
195	167	53	225
195	165	55	21
195	165	51	162
196	167	55	61
196	164	52	199
196	165	52	44
195	167	53	145
197	164	55	55
197	164	51	240
195	166	55	237
197	167	54	29
196	167	54	32
196	164	55	164
196	165	51	240
197	165	51	150
196	166	53	196
195	166	52	128
197	165	53	21
195	167	54	244
196	164	53	238
197	166	53	30
196	165	54	195
196	165	55	67
197	166	52	133
195	166	51	55
195	165	53	215
197	165	51	154
195	166	53	164
197	166	54	152
197	167	54	228
195	166	54	122
197	167	53	105
196	165	55	60
195	164	53	254
196	166	55	24
196	165	54	58
197	164	54	247
195	164	52	123
196	166	55	211
195	166	53	78
195	167	52	197
197	165	54	73
197	166	51	151
195	165	55	192
197	164	55	20
196	166	54	112
197	167	52	58
195	167	52	9
196	166	54	28
197	164	52	214
196	167	51	146
196	166	55	222
197	166	53	101
196	166	55	99
195	167	52	238
195	166	53	115
197	166	55	26
195	167	53	223
196	167	52	185
195	164	51	218
196	167	54	44
196	164	53	158
196	167	55	124
197	164	54	134
197	167	53	127
196	166	55	100
197	167	52	149
196	167	54	174
197	167	52	183
196	166	52	105
197	164	53	198
196	167	53	133
197	167	55	136
195	165	55	133
196	166	53	251
197	167	52	154
195	165	54	227
195	166	52	37
195	164	53	179
196	166	54	78
195	166	55	69
197	164	53	211
197	165	51	73
196	164	55	190
197	167	52	32
195	164	51	25
195	166	55	179
196	167	51	80
195	164	53	34
196	164	53	113
197	165	51	121
197	165	54	101
195	165	53	231
196	167	54	82
197	166	52	76
196	166	53	150
197	166	52	170
195	165	54	172
196	164	53	212
196	165	53	240
196	165	52	140
195	166	52	191
195	167	51	236
196	167	54	126
196	164	54	168
196	164	55	105
195	164	53	68
195	164	55	13
195	165	55	185
195	165	52	174
197	165	53	214
196	164	52	48
197	167	53	117
195	165	51	160
197	167	54	121
197	167	52	97
197	166	53	77
196	167	52	139
195	164	52	238
197	167	51	228
197	165	53	51
197	164	53	104
195	167	53	77
196	164	53	49
196	165	55	34
196	165	53	53
196	164	55	187
196	164	51	175
196	164	54	97
196	165	51	77
195	167	53	108
197	165	55	207
196	167	55	167
197	167	51	60
195	165	53	164
196	164	52	113
195	165	54	81
197	165	52	164
195	167	54	210
196	166	53	26
195	164	54	124
195	166	55	90
197	167	51	184
196	167	53	135
195	165	51	5
197	165	52	55
196	164	51	53
195	164	55	162
197	167	55	1
196	167	54	157
195	166	52	30
195	166	54	184
196	164	54	198
195	165	55	119
195	166	54	60
197	164	55	88
197	164	54	37
197	166	51	150
197	164	55	4
197	167	54	15
196	166	53	134
197	167	55	213
196	164	51	145
195	166	53	32
197	167	55	244
195	165	52	201
197	165	53	86
196	167	52	212
197	164	51	147
197	166	52	55
197	164	52	127
195	164	54	187
195	167	51	50
196	165	53	78
196	165	54	133
196	164	52	105
196	167	51	130
196	164	55	143
195	165	54	171
195	164	54	146
196	165	55	199
197	164	51	206
197	165	55	28
196	167	54	12
197	167	53	59
195	166	54	16
196	167	54	141
197	167	55	134
197	165	51	160
197	165	55	130
197	165	55	50
195	166	53	23
195	166	55	216
197	166	52	235
196	166	52	21
196	164	52	254
197	166	52	172
196	166	53	54
196	165	54	140
196	165	52	106
196	165	54	243
195	164	51	233
197	165	53	235
195	167	53	1
196	166	53	126
195	166	53	132
195	167	55	111
196	165	52	183
196	167	52	189
195	167	52	181
197	165	52	189
196	166	51	197
195	167	55	156
197	165	52	28
195	164	54	65
197	164	55	185
197	164	55	15
197	165	53	206
195	166	51	141
197	164	55	211
196	166	55	230
195	164	55	16
195	167	55	232
196	166	52	254
197	164	54	231
195	164	52	130
195	167	53	206
197	164	54	46
196	166	54	211
197	166	51	39
195	167	52	77
197	165	53	25
195	165	52	34
195	167	53	244
195	165	53	200
195	166	54	168
195	165	51	148
197	166	51	3
196	165	52	43
195	167	55	15
195	167	51	123
196	164	52	10
195	167	51	2
196	166	51	246
196	167	53	101
196	167	53	227
196	166	55	154
195	165	54	240
196	166	55	155
195	167	55	7
197	167	53	236
196	164	54	64
195	166	55	179
195	166	54	232
196	165	55	197
195	167	53	111
195	167	52	247
197	165	53	146
196	167	53	246
195	166	52	108
195	167	55	8
196	167	52	123
196	165	53	102
195	164	51	169
196	165	53	107
195	167	55	147
196	167	51	173
195	166	52	93
195	167	53	203
195	167	52	253
195	166	55	229
197	164	54	96
196	165	55	218
195	164	51	173
197	166	55	194
196	167	52	239
197	165	52	173
195	166	53	114
195	167	55	144
195	166	53	234
195	167	53	91
197	167	51	92
196	165	54	120
196	164	54	80
196	167	51	49
195	164	51	220
196	166	51	47
197	165	52	3
195	164	54	241
195	167	55	157
196	165	52	80
196	165	52	141
197	166	53	121
195	167	52	88
195	167	51	13
195	167	55	124
195	166	53	201
197	167	54	105
197	164	51	182
196	164	53	170
196	165	52	203
195	164	54	82
197	165	55	122
196	166	54	34
196	166	51	109
195	166	55	210
196	164	54	140
197	165	54	11
196	167	55	119
196	164	53	78
195	165	55	121
196	167	54	48
196	164	52	153
196	167	52	17
197	164	55	171
195	167	55	30
195	166	53	84
197	164	52	176
195	167	55	231
196	165	52	69
195	167	55	10
195	164	51	179
196	166	51	144
195	164	52	157
195	165	54	22
196	166	54	62
195	165	53	162
197	166	52	180
196	166	51	194
195	164	53	150
195	164	53	192
195	166	52	198
195	164	54	134
195	164	55	191
195	165	54	30
197	167	51	68
196	165	54	181
196	164	51	53
195	165	55	51
196	166	55	136
196	167	54	119
196	167	53	248
197	164	54	217
196	166	53	88
197	164	55	154
197	164	54	55
195	165	53	104
197	166	53	232
197	164	52	192
197	164	51	18
195	165	53	198
196	166	51	50
195	167	54	196
195	164	55	155
196	164	53	8
195	164	53	224
196	166	52	85
197	167	53	53
195	166	51	230
197	165	52	189
197	166	51	231
196	167	51	85
196	165	55	100
195	165	54	65
196	167	51	197
195	167	53	26
195	167	55	130
196	165	52	50
196	167	55	135
197	166	53	205
195	164	54	49
197	164	53	55
196	166	55	176
196	165	52	215
196	164	52	55
196	166	51	31
196	165	55	130
197	167	52	102
195	167	54	166
197	166	53	19
195	166	54	66
197	166	53	77
